[29-Apr-2022 09:38:33 UTC] PHP Parse error:  syntax error, unexpected '?>' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\templates\front\vendor-list.php on line 35
[06-May-2022 07:30:41 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:41 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:41 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:30:41 UTC] PHP Notice:  Undefined variable: name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 444
[06-May-2022 07:31:03 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:31:04 UTC] PHP Notice:  Undefined variable: shop_name in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\class-vendors.php on line 446
[06-May-2022 07:48:46 UTC] PHP Parse error:  syntax error, unexpected end of file in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\wcv-functions.php on line 1044
[06-May-2022 07:48:46 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 07:48:46 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 07:49:27 UTC] PHP Parse error:  syntax error, unexpected ';' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\wcv-functions.php on line 147
[06-May-2022 07:49:27 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 07:49:27 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 07:49:28 UTC] PHP Parse error:  syntax error, unexpected ';' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\wcv-functions.php on line 147
[06-May-2022 10:03:09 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, class 'WCV_Vendor_Shop' does not have a method 'vendor_shop_query' in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php on line 307
[06-May-2022 11:51:36 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\wp-db.php on line 1346
[06-May-2022 11:51:36 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in Unknown on line 0
[06-May-2022 11:54:00 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\wp-db.php on line 1346
[06-May-2022 11:54:00 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in Unknown on line 0
[06-May-2022 11:54:55 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\wp-db.php on line 2239
[06-May-2022 11:54:55 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-fatal-error-handler.php on line 72
[06-May-2022 11:57:14 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\wp-db.php on line 1509
[06-May-2022 11:57:14 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-fatal-error-handler.php on line 72
[06-May-2022 12:00:02 UTC] PHP Parse error:  syntax error, unexpected ''" class="woocommerce-LoopProd' (T_CONSTANT_ENCAPSED_STRING), expecting ';' or ',' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\includes\wcv-update-functions.php on line 196
[06-May-2022 12:00:02 UTC] PHP Notice:  is_page was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:00:02 UTC] PHP Notice:  is_singular was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:00:02 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:00:02 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:02:00 UTC] PHP Parse error:  syntax error, unexpected '.' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\includes\wcv-update-functions.php on line 199
[06-May-2022 12:02:00 UTC] PHP Notice:  is_page was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:02:00 UTC] PHP Notice:  is_singular was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:02:00 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:02:00 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:03:06 UTC] PHP Fatal error:  Uncaught Error: Call to a member function get_id() on string in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\includes\wcv-update-functions.php:188
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): bbloomer_change_product_permalink_shop('http://localhos...', Object(WC_Product_Simple))
#1 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(189): WP_Hook->apply_filters('http://localhos...', Array)
#2 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php(1198): apply_filters('woocommerce_loo...', 'http://localhos...', Object(WC_Product_Simple))
#3 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): woocommerce_template_loop_product_link_open('')
#4 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters('', Array)
#5 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#6 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\templates\content-product.php(34): do_a in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\includes\wcv-update-functions.php on line 188
[06-May-2022 12:03:37 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\wp-db.php on line 1346
[06-May-2022 12:03:37 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in Unknown on line 0
[06-May-2022 12:04:24 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\wp-db.php on line 2239
[06-May-2022 12:04:24 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-fatal-error-handler.php on line 72
[06-May-2022 12:07:11 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-object-cache.php on line 290
[06-May-2022 12:07:11 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in Unknown on line 0
[06-May-2022 12:07:12 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php on line 300
[06-May-2022 12:07:12 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-fatal-error-handler.php on line 72
[06-May-2022 12:07:32 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php on line 300
[06-May-2022 12:07:32 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 20480 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-fatal-error-handler.php on line 72
[06-May-2022 12:07:50 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\cache.php on line 125
[06-May-2022 12:07:50 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in Unknown on line 0
[06-May-2022 12:13:57 UTC] PHP Fatal error:  Uncaught Error: Call to a member function get_image() on string in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php:1422
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php(1368): woocommerce_get_product_thumbnail()
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): woocommerce_template_loop_product_thumbnail('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters('', Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\templates\content-product.php(42): do_action('woocommerce_bef...')
#5 C:\xampp\htdocs\meet_demo\wp-includes\template.php(772): require('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-core-functions.php(284): load_template('C:\\xampp\\htdocs...', false)
#7 C:\xampp\htdocs\meet_demo\wp-content\plugins\wooc in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1422
[06-May-2022 12:19:51 UTC] PHP Notice:  post_name was called <strong>incorrectly</strong>. Product properties should not be accessed directly. Backtrace: require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/plugins/woocommerce/templates/archive-product.php'), wc_get_template_part, load_template, require('/plugins/woocommerce/templates/content-product.php'), do_action('woocommerce_before_shop_loop_item'), WP_Hook->do_action, WP_Hook->apply_filters, woocommerce_template_loop_product_link_open, apply_filters('woocommerce_loop_product_link'), WP_Hook->apply_filters, bbloomer_change_product_permalink_shop, WC_Abstract_Legacy_Product->__get, wc_doing_it_wrong Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:19:51 UTC] PHP Notice:  post_name was called <strong>incorrectly</strong>. Product properties should not be accessed directly. Backtrace: require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/plugins/woocommerce/templates/archive-product.php'), wc_get_template_part, load_template, require('/plugins/woocommerce/templates/content-product.php'), do_action('woocommerce_before_shop_loop_item'), WP_Hook->do_action, WP_Hook->apply_filters, woocommerce_template_loop_product_link_open, apply_filters('woocommerce_loop_product_link'), WP_Hook->apply_filters, bbloomer_change_product_permalink_shop, WC_Abstract_Legacy_Product->__get, wc_doing_it_wrong Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[06-May-2022 12:19:51 UTC] PHP Notice:  post_name was called <strong>incorrectly</strong>. Product properties should not be accessed directly. Backtrace: require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/plugins/woocommerce/templates/archive-product.php'), wc_get_template_part, load_template, require('/plugins/woocommerce/templates/content-product.php'), do_action('woocommerce_before_shop_loop_item'), WP_Hook->do_action, WP_Hook->apply_filters, woocommerce_template_loop_product_link_open, apply_filters('woocommerce_loop_product_link'), WP_Hook->apply_filters, bbloomer_change_product_permalink_shop, WC_Abstract_Legacy_Product->__get, wc_doing_it_wrong Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
